"from","to","strength"
"Imputed_age","EH___LB_Type_of_Delivery",1
"Imputed_age","HH___Age",1
"Imputed_age_at_marriage","Imputed_age_at_gauna",1
"Imputed_age_at_marriage","Imputed_age_at_first_marriage",1
"Imputed_age_at_first_marriage","EH__a_st_marriage_Age",0.923076923076923
"Imputed_age_at_first_marriage","Imputed_age_at_marriage",1
"Imputed_age_at_first_gauna","HH___Death___Rel_to_head.2",1
"Imputed_age_at_first_gauna","EH__a_R_Marriage__",1
"Imputed_age_at_first_gauna","Imputed_age_at_marriage",1
"District_ID_Census_","Hsp__District_ID_Census_",1
"HH___N_married_women_in_hh","HH___N_married_women_in_HH",1
"HH___N_married_men_in_hh","HH___N_married_men_in_HH",1
"HH___Any_work","HouseHold_question_pg___NHouseHold_question_any_work",1
"HH___Any_work","HouseHold_question__pg_Q__NHouseHold_question_family_farm",1
"HH___Any_work","HH____Family_farm_work",1
"HH___Any_work","HH____Animal_care",1
"HH___Any_work","HH___Ag_wage_labour",1
"HH___Any_work","HH___Nonag_wage_labour",1
"HH___Any_work","HH____Salaried_position",1
"HH___Any_work","HH___Family_business_work",1
"HH___Any_work","HH___Farm_work_hours_day",1
"HH___Any_work","HH___Animal_care__Freq",1
"HH___Any_work","HH___Working_days_job",1
"HH___Any_work","HH___Work_hrs_day_job",1
"HH___Any_work","HH____Work_hrs_yr_job_",1
"HH___Any_work","HH___Busns__days_yr",1
"HH___Any_work","HH___Educ__Enrolled_now",1
"HH____Family_farm_work","HouseHold_question__pg_Q__NHouseHold_question_family_farm",1
"HH____Family_farm_work","HH____Salaried_position",1
"HH____Family_farm_work","HH___Farm_work_days_year",1
"HH____Family_farm_work","HH___Farm_work_hours_day",1
"HH____Animal_care","HouseHold_question__pg_Q__NHouseHold_question_animal_care",1
"HH____Animal_care","HH____Salaried_position",1
"HH____Animal_care","HH___Animal_care__Freq",1
"HH___Ag_wage_labour","HouseHold_question__pg_Q__NHouseHold_question_agricultural_wage",1
"HH___Ag_wage_labour","HH____HH_ag_wages",1
"HH___Ag_wage_labour","HH___._of_jobs",1
"HH___Nonag_wage_labour","HH___Ag_wage_labour",1
"HH___Nonag_wage_labour","HH___._of_jobs",1
"HH___Nonag_wage_labour","HH___Payment_period_job",1
"HH____Salaried_position","HH____Work_hrs_yr_job_",0.923076923076923
"HH____Salaried_position","HH___Bonus_job_",0.923076923076923
"HH____Salaried_position","HH___Government_job",1
"HH___Family_business_work","HH____Salaried_position",1
"HH___Family_business_work","HH___Busns__days_yr",1
"HH___Family_business_work","HH___Busns__hours_day",1
"HH___Family_business_work","HH___Busns__days_yr.1",1
"HH____Family_farm_income","HH_Total_income",1
"HH___Sex","HH___Any_work",1
"HH___Sex","HH____Animal_care",1
"HH___Sex","HH____Salaried_position",1
"HH___Sex","HH___Relationship_to_head",1
"HH___Sex","HH___Marital_Status",1
"HH___Sex","HH___Busns__hours_day",1
"HH___Sex","HH___Educ__Completed_Years",1
"HH___Sex","EH___Tobacco__smoke",1
"HH___Relationship_to_head","EH___EWoman__Rel_to_HH_head",1
"HH___Relationship_to_head","HH___Sex",1
"HH___Relationship_to_head","HH___Age",1
"HH___Relationship_to_head","HH___Marital_Status",1
"HH___Age","EH___EWoman__Rel_to_HH_head",1
"HH___Age","EH___Cataract",1
"HH___Age","EH___Diabetes",1
"HH___Age","EH___Asthma",1
"HH___Marital_Status","HH___Sex",1
"HH___Marital_Status","HH___Educ__Enrolled_now",1
"HH___Marital_Status","EH___Anthropometry_Height",1
"HH___Farm_work_days_year","HH__b_Feed_Home_residue",1
"HH___Farm_work_hours_day","HH____Family_farm_work",1
"HH___Farm_work_Primary","HH___ID_farm_decision_maker",1
"HH___Animal_care__ID","HH___Educ__Enrolled_now",1
"HH___Animal_care__ID","EH___ID",1
"HH___Animal_care__Freq","HH____Animal_care",1
"HH___Ann_earnings_tot","HH___Ann_earnings_job_",1
"HH___hourly_wage_tot","HH___hourly_wage_job_",1
"HH___Bonus_all_jobs","HH___Bonus_job_",1
"HH___Occupation__job","HouseHold_question__pg_Q__NHouseHold_question_nonagricultural_wage",0.923076923076923
"HH___Occupation__job","HH___Nonag_wage_labour",0.923076923076923
"HH___Occupation__job","HH___Industry__job",1
"HH___Occupation__job","HH___Working_days_job",0.923076923076923
"HH___Occupation__job","HH___Work_hrs_day_job",1
"HH___Occupation__job","HH___Payment_period_job",1
"HH___Working_days_job","HH_tot_income_quint_.neg",1
"HH___Working_days_job","HH____Work_hrs_yr_tot",1
"HH___Working_days_job","HH___Occupation__job",0.923076923076923
"HH___Working_days_job","HH____Work_hrs_yr_job_",1
"HH___Working_days_job","HH___Payment_period_job",0.923076923076923
"HH___Work_hrs_day_job","HH____Work_hrs_yr_tot",1
"HH___Work_hrs_day_job","HH____Work_hrs_yr_job_",1
"HH___Payment_period_job","HouseHold_question__pg_Q__NHouseHold_question_salaried",1
"HH___Payment_period_job","HH___Ag_wage_labour",1
"HH___Payment_period_job","HH___Nonag_wage_labour",1
"HH___Payment_period_job","HH____Salaried_position",1
"HH___Payment_period_job","HH___Cash__period_job",1
"HH___Payment_period_job","HH___Government_job",1
"HH___hourly_wage_job_","HH___hourly_wage_tot",1
"HH___Bonus_job_","HH___Bonus_all_jobs",1
"HH___Casual_job","HH___Bonus_all_jobs",1
"HH___Casual_job","HH___Government_job",1
"HH___Busns__days_yr","HH___Ag_wage_labour",1
"HH___Busns__days_yr","HH___Family_business_work",1
"HH___Busns__days_yr","HH___Busns__hours_day",1
"HH___Busns__days_yr","HH___Busns__days_yr.1",1
"HH___Busns.1","HH___N___in_HH",0.923076923076923
"HH___Busns.1","HH___N_married_women_in_HH",1
"HH___Busns.1","HH___Farm_work_Primary",1
"HH___Busns.1","HH___Busns.2",1
"HH___Busns.1","HH___Educ__ID",1
"HH___Busns__days_yr.1","Imputed_age_at_first_marriage",1
"HH___Busns__days_yr.1","HH___Busns__hours_day.1",1
"HH___Busns.2","HH___Busns.1",1
"HH___Busns.2","HH___Widows_Pension_ID",1
"HH___Busns__days_yr.2","HH___Busns__hours_day.2",1
"HH___Widows_Pension_ID","HH___Busns.2",1
"HH___Disability_Pension_Rs","HH___Milk__Rs.1",0.923076923076923
"HH___Disability_Pension_Rs","HH____govt_benefits.y",1
"HH___Disability_Pension_Rs","HH___Other_govt_Rs",1
"HH___Annapurna_ID","HH___Any_work",1
"HH___Other_govt_Rs","HH____Inc__scholarship_gift",1
"HH___NGOs_ID","HH___Maternity_Benefit_Rs",1
"HH___NGOs_Rs","HH___Cereal_products__Rs",1
"HH___NGOs_Rs","HH___Milk__Rs",1
"HH___NGOs_Rs","HH___Disability_Pension_Rs",1
"HH___Educ__ID","HH___Busns.1",1
"HH___Educ__ID","HH___Knows_computers",1
"HH___Educ__Literacy","HH___Educ__Attended_school",1
"HH___Educ__Literacy","EH___Test_completed_std",1
"HH___Educ__Attended_school","EH___Anthropometry_Position",1
"HH___Educ__Attended_school","EH___Test_attended_school",1
"HH___Educ__Attended_school","EH___Test_reading_score",1
"HH___Educ__Enrolled_now","HouseHold_question__pg_Q__NHouseHold_question_animal_care",1
"HH___Educ__Enrolled_now","HH___Any_work",1
"HH___Educ__Enrolled_now","HH___Farm_work_Primary",1
"HH___Educ__Enrolled_now","HH___Animal_care__ID",1
"HH___Educ__Enrolled_now","HH___Animal_care__Freq",1
"HH___Educ__Enrolled_now","HH___Other_govt_ID",1
"HH___Educ__Enrolled_now","HH___Educ__Attended_school",1
"HH___Educ__Enrolled_now","HH___Educ__Completed_Years",1
"HH___Educ__Enrolled_now","EH___Standard__yrs_",1
"HH___Educ__Enrolled_now","EH___Homework_Hrs_week",1
"HH___Educ__Enrolled_now","EH___Pvt_Tuition_Hrs_week",1
"HH___Educ__Enrolled_now","EH___Mid_day_meal",1
"HH___Educ__Enrolled_now","EH___Free_books",1
"HH___Educ__Enrolled_now","EH___High_BP",1
"HH___Educ__Enrolled_now","EH___Other_long_term",1
"HH___Educ__Enrolled_now","EH___Anthropometry_Height",1
"HH___Educ__Enrolled_now","EH___Test_completed_std",1
"HH___Educ__Completed_Years","HH___Educ__Literacy",1
"HH___Educ__Completed_Years","HH___Educ__Attended_school",1
"HH___Educ__Completed_Years","HH___Educ__Ever_repeated",1
"HH___Educ__Completed_Years","HH___Educ__English_ability",1
"HH___Educ__Completed_Years","HH___Educ__Highest_degree",1
"HH___Educ__Completed_Years","EH___Standard__yrs_",1
"HH___Educ__ndary_class","HH___Educ__Post_nd_subj",1
"HH___Educ__College_voc","HH___Educ__Highest_degree",1
"HH___Educ__Highest_degree","HH___Educ__College_voc",1
"HH___Educ__Degree_class","District_codes_with_names.x",1
"HH___Educ__Degree_class","HH___Maternity_Benefit_Rs",1
"HH___Knows_computers","HH___Educ__ID",1
"HH___Knows_computers","EH___ID",1
"HH___Knows_computers","EH___Test_ID",1
"EH___School_type","EH___School_distance__Km_",1
"EH___School_type","EH___Medium_of_instruction",1
"EH___Standard__yrs_","EH___Ch__Average_student",0.923076923076923
"EH___Standard__yrs_","EH__b_LB_Survival",1
"EH___Standard__yrs_","EH___School_type",1
"EH___Standard__yrs_","EH___Mid_day_meal",1
"EH___Standard__yrs_","EH___Free_books",1
"EH___Standard__yrs_","EH___Anthropometry_Height",1
"EH___Standard__yrs_","EH___Test_completed_std",1
"EH___Standard__yrs_","EH___Test_reading_score",1
"EH___Medium_of_instruction","Imputed_age_at_gauna",0.923076923076923
"EH___Medium_of_instruction","EH___Test_writing_score",1
"EH___Year_English_taught","District_codes_with_names.x",1
"EH___School_Hrs_week","District_codes_with_names.x",1
"EH___Days_month_absent","District_codes_with_names.x",1
"EH___Mid_day_meal","EH___Free_books",1
"EH___Free_books","EH___Free_uniform",1
"EH___Free_books","EH___School_fees_by_govt",1
"EH___Free_books","EH___Scholarship",1
"EH___School_fees_by_govt","EH__b_N_more_desired_Husb",0.923076923076923
"EH___Scholarship","HH____govt_benefits.y",0.923076923076923
"EH__a_STMorb_Days_ill","District_codes_with_names.x",1
"EH__a_STMorb_Days_ill","EH__a_STMorb_Days_Unable",1
"EH__a_Fever","EH__a_Diarrhoea",1
"EH__a_Fever","EH__a_STMorb_Treatment",1
"EH__a_Cough","EH__a_Fever",0.923076923076923
"EH__a_Cough","EH__a_Diarrhoea",1
"EH__a_Diarrhoea","EH__a_Fever",1
"EH__a_Diarrhoea","EH__a_Cough",1
"EH__a_Diarrhoea","EH__a_Diarrhoea_with_blood",1
"EH__a_STMorb_Days_Unable","EH__a_STMorb_Days_hosp",1
"EH__a_STMorb_Days_Unable","EH__a_STMorb_Medicine_Rs",0.923076923076923
"EH__a_STMorb_Treatment","EH__a_Fever",1
"EH__a_STMorb_Who_st_treat","EH__a_STMorb_Who_nd_treat",1
"EH__a_STMorb_Where_st_treat","EH__a_STMorb_Where_nd_treat",1
"EH__a_STMorb_Where_nd_treat","EH__a_STMorb_Where_st_treat",1
"EH__a_STMorb_Meds_in_cost","EH___MJmorb_Meds_in_cost",1
"EH___MJmorb_ID","HH___Relationship_to_head",1
"EH___MJmorb_ID","HH___Annapurna_ID",1
"EH___MJmorb_ID","EH___ID",1
"EH___Cataract","EH___MJmorb_Treatment",1
"EH___High_BP","EH___Diabetes",0.923076923076923
"EH___Polio","EH___MJmorb_Treatment",1
"EH___Other_long_term","EH___Tuberculosis",1
"EH___MJmorb_Days_Unable","District_codes_with_names.x",1
"EH___MJmorb_Days_Unable","EH___Paralysis",1
"EH___MJmorb_Days_Unable","EH___Mental_illness",1
"EH___MJmorb_Treatment","EH___Cataract",1
"EH___MJmorb_Treatment","EH___Tuberculosis",0.923076923076923
"EH___MJmorb_Treatment","EH___Polio",1
"EH___MJmorb_Treatment","EH___Mental_illness",1
"EH___ID","HH___Animal_care__ID",1
"EH___ID","HH___Widows_Pension_ID",1
"EH___ID","HH___Maternity_Benefit_ID",1
"EH___ID","HH___Disability_Pension_ID",1
"EH___ID","HH___Other_govt_ID",1
"EH___ID","HH___Knows_computers",1
"EH___ID","EH___MJmorb_ID",1
"EH___ID","EH___Tobacco_._alcohol__ID",1
"EH___Difficulty_Walking_km","District_codes_with_names.x",1
"EH___Difficulty_Walking_km","EH___Difficulty_Toilet",1
"EH___Difficulty_Walking_km","EH___Difficulty_Short_sight",1
"EH___Difficulty_Toilet","EH___Difficulty_Dressing",1
"EH___Difficulty_Hearing","EH___Difficulty_Speaking",1
"EH___Difficulty_Speaking","EH___Difficulty_Toilet",1
"EH___Difficulty_Speaking","EH___Difficulty_Dressing",1
"EH___Difficulty_Far_sight","EH___Difficulty_Short_sight",1
"EH___Difficulty_Short_sight","EH___Difficulty_Hearing",1
"EH___Difficulty_Short_sight","EH___Difficulty_Speaking",1
"EH___Tobacco__smoke","EH___Tobacco__chew",1
"EH___Alcohol__drink","District_codes_with_names.x",1
"EH___Anthropometry_Height","HH___Educ__Literacy",1
"EH___Anthropometry_Height","HH___Educ__Enrolled_now",1
"EH___Anthropometry_Height","EH___Anthropometry_Position",1
"EH___Anthropometry_Weight_st","EH___Anthropometry_Weight_nd",1
"EH___Anthropometry_Weight_nd","EH___Anthropometry_Weight_st",1
"EH___Test_ID","EH___Ch__Code",1
"EH___Test_ID","HH___Knows_computers",1
"EH___Test_ID","EH___ID_Code",1
"EH___Test_attended_school","EH___Ch__School_enjoyment",1
"EH___Test_attended_school","EH___Test_enjoy_school",1
"EH___Test_enjoy_school","EH___Ch__School_enjoyment",1
"EH___Test_teacher_not_nice","District_codes_with_names.x",1
"EH___Test_reading_language","HH___Caste_category",1
"EH___Test_reading_language","HH__d_Govt_housing_latrines_Rs",0.923076923076923
"EH___Test_reading_language","EH_sch_Ch__School_code",1
"EH___Test_reading_language","EH___Test_writing_language",1
"EH___Test_reading_score","EH___Test_enjoy_school",1
"EH___Test_reading_score","EH___Test_math_score",1
"EH___Test_reading_score","EH___Test_writing_score",1
"EH___Test_math_language","EH___Handwash_aft_defecation",1
"EH___Test_math_language","EH__y_Med_treatment_Year",1
"EH___Test_math_language","EH___Belief_Chulha_smoke",1
"EH___Test_math_language","EH__b_LB_AWC_Health_check",1
"EH___Test_math_language","EH__e_NLB_AWC_Education",1
"EH___Test_math_score","State_code.x",1
"EH___Test_math_score","EH___Ch__Average_student",1
"EH___Test_math_score","HH___Busns__days_yr.1",1
"EH___Test_math_score","EH___Test_attended_school",1
"EH___Test_math_score","EH___Test_writing_score",1
"EH___Test_writing_language","HH___Religion",1
"EH___Test_writing_language","HH___N_loans_last__yrs",1
"EH___Test_writing_language","EH___Rural_Urban_Slum",1
"EH___Test_writing_language","EH__a_Crop_residue_source",1
"EH___Test_writing_language","EH__e_LB_checkup_Abdomen",1
"EH___Test_writing_language","EH__e_NLB_prob_Anaemia",1
"EH___Test_writing_language","HH___Educ__English_ability",1
"EH___Test_writing_language","EH___Medium_of_instruction",1
"EH___Test_writing_language","EH___Test_math_language",1
